UNITID,STAT_IC,LOCK_IC,IMP_IC,STAT_C,LOCK_C,PRCH_C,IDX_C,PCC_F,IMP_C,STAT_E12,LOCK_E12,PRCH_E12,IDX_E12,PCE12_F,IMP_E12,STAT_SFA,LOCK_SFA,PRCH_SFA,IDX_SFA,PCSFA_F,IMP_SFA,SFAFORM,STAT_GR,LOCK_GR,PRCH_GR,IDX_GR,PCGR_F,IMP_GR,COHRTSTU,STAT_GR2,LOCK_GR2,PRCH_GR2,IDX_GR2,PCGR2_F,IMP_GR2,STAT_OM,LOCK_OM,PRCH_OM,IDX_OM,PCOM_F,IMP_OM,STAT_ADM,LOCK_ADM,IMP_ADM,STAT_HR,LOCK_HR,PRCH_HR,IDX_HR,PCHR_F,IMP_HR,FTEMP15,TENURSYS,SA_EXCL,STAT_EAP,STAT_SA,STAT_S,STAT_EF,LOCK_EF,PRCH_EF,IDX_EF,PCEF_F,IMP_EF,PTA99_EF,PTACIPEF,PTB_EF,PTC_EF,PTD_EF,STAT_F,LOCK_F,PRCH_F,IDX_F,PCF_F,IMP_F,FORM_F,FYBEG,FYEND,GPFS,F1GASBAL,F2PELL,F3PELL,F_ATHLTC,F3BIST,STAT_AL,LOCK_AL,PRCH_AL,IDX_AL,PCAL_F,IMP_AL,HASAL,NTRLDSTR,REV_IC,REV_C,REV_E12,REV_SFA,REV_GR,REV_GR2,REV_OM,REV_ADM,REV_HR,REV_EF,REV_F,REV_AL,OMFLG1GR,OMFLG2GR,OMFLG3GR,OMFLG4,OMFLG5,OMFLG6GR
131098,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,1,8,-2,-2,.,-2,1,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,5,1,1,8,-2,-2,.,-2,2,"072014","062015",1,-2,1,-2,1,-2,1,8,-2,-2,.,-2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,-2,1,-2,0,1,0
131113,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,-2,-2,-2,1,8,-2,-2,.,-2,1,2,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,5,1,1,8,-2,-2,.,-2,2,"072014","062015",1,-2,1,-2,2,-2,1,8,-2,-2,.,-2,1,0,0,0,0,0,0,0,0,-2,0,0,0,0,-2,-2,0,0,0,0
131159,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,1,8,-2,-2,.,-2,1,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,5,1,1,8,-2,-2,.,-2,2,"052014","042015",1,-2,2,-2,2,-2,1,8,-2,-2,.,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,0,0,0,0
131283,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,1,8,-2,-2,.,-2,1,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,5,1,1,8,-2,-2,.,-2,2,"052014","042015",1,-2,2,-2,2,-2,1,8,-2,-2,.,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,-2,0,0,0
131399,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,-2,-2,-2,1,8,-2,-2,.,-2,1,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,1,1,1,8,1,131399,92.00,-2,4,"102014","092015",1,1,-2,-2,2,-2,1,8,-2,-2,.,-2,1,0,0,0,0,0,0,0,0,-2,0,0,0,0,-2,-2,0,0,0,0
131405,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,3,-2,-2,-2,-2,.,-2,3,-2,-2,-2,-2,.,-2,-2,-2,-2,-2,.,-2,-2,-2,-2,1,8,-2,-2,.,-2,1,2,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,-2,-2,1,8,-2,-2,.,-2,2,"072014","062015",1,-2,3,-2,3,-2,1,8,-2,-2,.,-2,1,0,0,0,0,0,-2,-2,-2,-2,0,0,0,0,-2,-2,-2,-2,-2,-2
131450,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,1,8,-2,-2,.,-2,1,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,1,1,1,8,-2,-2,.,-2,2,"102014","092015",1,-2,1,-2,2,-2,1,8,-2,-2,.,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,-2,0,0,0
131469,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,1,8,-2,-2,.,-2,1,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,1,1,1,8,-2,-2,.,-2,2,"072014","062015",1,-2,2,-2,2,-2,1,8,-2,-2,.,-2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,-2,1,-2,0,0,0
131496,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,1,8,-2,-2,.,-2,1,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,1,1,1,8,-2,-2,.,-2,2,"072014","062015",1,-2,2,-2,2,-2,1,8,-2,-2,.,-2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-2,0,-2,0,0,0
131520,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,1,8,-2,-2,.,-2,1,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,1,1,1,8,-2,-2,.,-2,2,"072014","062015",1,-2,1,-2,2,-2,1,8,-2,-2,.,-2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,-2,1,-2,0,0,0
131742,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,-2,-2,-2,1,8,-2,-2,.,-2,1,2,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,5,-2,1,8,-2,-2,.,-2,3,"012014","122014",1,-2,-2,1,-2,3,1,8,-2,-2,.,-2,1,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,-2,-2,0,1,0
131803,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,-2,-2,-2,1,8,-2,-2,.,-2,1,2,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,5,1,1,8,-2,-2,.,-2,3,"012014","122014",1,-2,-2,1,-2,5,1,8,1,131803,3,-2,1,0,0,0,0,0,0,0,1,-2,0,0,0,0,-2,-2,0,0,0,0
131830,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,-2,-2,-2,-2,.,-2,1,8,-2,1,8,-2,-2,.,-2,2,2,-2,1,-2,1,1,8,-2,-2,.,-2,1,-2,1,1,-2,1,8,-2,-2,.,-2,2,"092014","082015",1,-2,1,-2,-1,-2,-2,-2,-2,-2,.,-2,-2,0,0,0,0,0,0,0,-2,0,0,0,0,-2,-2,-2,-2,-2,-2,-2
131876,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,1,8,-2,-2,.,-2,1,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,5,1,1,8,-2,-2,.,-2,2,"072014","062015",1,-2,1,-2,2,-2,1,8,-2,-2,.,-2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,-2,0,-2,0,0,0
131973,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,3,-2,-2,-2,-2,.,-2,3,-2,-2,-2,-2,.,-2,-2,-2,-2,-2,.,-2,-2,-2,-2,1,8,-2,-2,.,-2,1,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,-2,-2,1,8,-2,-2,.,-2,2,"072014","062015",1,-2,3,-2,3,-2,1,8,-2,-2,.,-2,1,0,0,0,0,0,-2,-2,-2,-2,0,1,0,0,-2,-2,-2,-2,-2,-2
132268,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,-2,-2,-2,1,8,-2,-2,.,-2,1,2,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,5,-2,4,0,-2,-2,.,2,2,"-1","-1",-1,-2,-1,-2,-1,-2,1,8,-2,-2,.,-2,1,0,0,0,0,0,1,0,1,-2,0,0,1,0,0,-2,-2,0,0,0
132338,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,-2,-2,-2,1,8,-2,-2,.,-2,1,2,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,5,1,1,8,-2,-2,.,-2,3,"072014","062015",1,-2,-2,1,-2,3,1,8,-2,-2,.,-2,1,0,0,0,0,0,0,0,0,-2,0,0,0,0,-2,-2,0,0,0,0
132374,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,-2,-2,-2,-2,.,-2,-2,-2,-2,1,8,-2,-2,.,-2,1,2,-2,1,-2,1,1,8,-2,-2,.,-2,1,-2,1,5,-2,1,8,5,-2,.,-2,4,"072014","062015",1,-1,-2,-2,-1,-2,-2,-2,-2,-2,.,-2,-2,0,0,0,0,0,0,0,-2,-2,0,0,0,-2,-2,-2,-2,-2,-2,-2
132408,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,1,8,-2,-2,.,-2,1,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,5,1,1,8,-2,-2,.,-2,2,"072014","062015",1,-2,1,-2,3,-2,1,8,-2,-2,.,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,-2,0,0,0
132471,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,1,8,-2,-2,.,-2,1,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,1,1,1,8,-2,-2,.,-2,2,"072014","062015",1,-2,1,-2,2,-2,1,8,-2,-2,.,-2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,-2,0,-2,0,0,0
132523,-9,-2,-2,-9,-2,-2,-2,.,-2,-9,-2,-2,-2,.,-2,-9,-2,-2,-2,.,-2,-2,-9,-2,-2,-2,.,-2,-2,-9,-2,-2,-2,.,-2,-9,-2,-2,-2,.,-2,-9,-2,-2,-9,-2,-2,-2,.,-2,-2,-2,-2,-9,-9,-9,-9,-2,-2,-2,.,-2,-9,-2,-9,-9,-9,-9,-2,-2,-2,.,-2,-2,"-2","-2",-2,-2,-2,-2,-2,-2,-9,-2,-2,-2,.,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
132602,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,-2,-2,-2,1,8,-2,-2,.,-2,1,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,1,1,1,8,-2,-2,.,-2,2,"072014","062015",3,-2,1,-2,1,-2,1,8,-2,-2,.,-2,1,0,0,0,0,0,0,0,1,-2,0,0,1,0,-2,0,-2,0,1,0
132657,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,1,8,-2,-2,.,-2,1,2,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,5,1,1,8,-2,-2,.,-2,2,"072014","062015",1,-2,1,-2,2,-2,1,8,-2,-2,.,-2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,-2,1,-2,0,0,0
132666,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,-2,-2,-2,-2,.,-2,-2,-2,-2,1,8,-2,-2,.,-2,2,2,-2,1,-2,1,1,8,-2,-2,.,-2,1,-2,1,5,-2,1,8,-2,-2,.,-2,3,"012014","122014",1,-2,-2,1,-2,4,-2,-2,-2,-2,.,-2,-2,0,0,0,0,0,0,0,-2,-2,0,0,0,-2,-2,-2,-2,-2,-2,-2
132675,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,-2,-2,-2,-2,.,-2,-2,-2,-2,1,8,-2,-2,.,-2,1,2,-2,1,-2,1,1,8,-2,-2,.,-2,1,-2,1,5,-2,1,8,5,-2,.,-2,4,"072014","062015",1,-1,-2,-2,-1,-2,-2,-2,-2,-2,.,-2,-2,0,0,0,0,0,0,0,-2,-2,0,1,0,-2,-2,-2,-2,-2,-2,-2
132693,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,-2,-2,-2,-2,.,-2,1,8,-2,-2,.,-2,-2,-2,-2,1,8,-2,-2,.,-2,1,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,1,1,1,8,-2,-2,.,-2,4,"072014","062015",1,1,-2,-2,2,-2,1,8,-2,-2,.,-2,1,0,0,0,0,0,0,-2,0,-2,0,0,0,0,-2,-2,0,0,0,0
132709,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,-2,-2,-2,-2,.,-2,1,8,-2,-2,.,-2,-2,-2,-2,1,8,-2,-2,.,-2,1,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,1,1,1,8,-2,-2,.,-2,4,"072014","062015",1,1,-2,-2,2,-2,1,8,-2,-2,.,-2,1,0,0,0,0,0,0,-2,0,-2,0,0,0,0,-2,-2,0,0,0,0
132806,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,-2,-2,-2,-2,.,-2,-2,-2,-2,1,8,-2,-2,.,-2,2,2,-2,1,-2,1,1,8,-2,-2,.,-2,1,-2,1,-2,-2,1,8,-2,-2,.,-2,3,"072014","062015",1,-2,-2,1,-2,3,-2,-2,-2,-2,.,-2,-2,0,0,0,0,0,0,0,-2,-2,0,0,0,-2,-2,-2,-2,-2,-2,-2
132842,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,1,8,-2,-2,.,-2,1,2,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,5,1,1,8,-2,-2,.,-2,2,"072014","062015",1,-2,1,-2,4,-2,1,8,-2,-2,.,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,-2,0,1,0
132851,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,-2,-2,-2,-2,.,-2,1,8,-2,-2,.,-2,-2,-2,-2,1,8,-2,-2,.,-2,1,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,1,1,1,8,-2,-2,.,-2,4,"072014","062015",1,1,-2,-2,2,-2,1,8,-2,-2,.,-2,1,0,0,0,0,0,0,-2,0,-2,0,0,0,0,-2,-2,0,0,0,0
132879,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,1,8,-2,-2,.,-2,1,2,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,5,1,1,8,-2,-2,.,-2,2,"072014","062015",1,-2,1,-2,2,-2,1,8,-2,-2,.,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,0,0,0,0
132903,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,1,8,-2,-2,.,-2,1,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,1,1,1,8,-2,-2,.,-2,4,"072014","062015",1,1,-2,-2,1,-2,1,8,-2,-2,.,-2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,-2,1,-2,0,0,0
132976,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,-2,-2,-2,-2,.,-2,-2,-2,-2,1,8,-2,-2,.,-2,1,2,-2,1,-2,1,1,8,-2,-2,.,-2,1,-2,1,5,-2,1,8,5,-2,.,-2,4,"072014","062015",1,-1,-2,-2,-1,-2,-2,-2,-2,-2,.,-2,-2,0,0,0,0,0,0,0,-2,-2,0,0,0,-2,-2,-2,-2,-2,-2,-2
133021,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,-2,-2,-2,-2,.,-2,1,8,-2,-2,.,-2,-2,-2,-2,1,8,-2,-2,.,-2,1,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,1,1,1,8,-2,-2,.,-2,4,"072014","062015",1,1,-2,-2,2,-2,1,8,-2,-2,.,-2,1,0,0,0,0,0,0,-2,0,-2,0,0,0,0,-2,-2,0,0,0,0
133085,-9,-2,-2,-9,-2,-2,-2,.,-2,-9,-2,-2,-2,.,-2,-9,-2,-2,-2,.,-2,-2,-9,-2,-2,-2,.,-2,-2,-9,-2,-2,-2,.,-2,-9,-2,-2,-2,.,-2,-9,-2,-2,-9,-2,-2,-2,.,-2,-2,-2,-2,-9,-9,-9,-9,-2,-2,-2,.,-2,-9,-2,-9,-9,-9,-9,-2,-2,-2,.,-2,-2,"-2","-2",-2,-2,-2,-2,-2,-2,-9,-2,-2,-2,.,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
133155,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,-2,-2,-2,-2,.,-2,-2,-2,-2,1,8,-2,-2,.,-2,1,2,-2,1,-2,1,1,8,-2,-2,.,-2,1,-2,1,5,-2,1,8,5,-2,.,-2,4,"072014","062015",1,-1,-2,-2,-1,-2,-2,-2,-2,-2,.,-2,-2,0,0,0,0,0,0,0,-2,-2,0,0,0,-2,-2,-2,-2,-2,-2,-2
133386,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,-2,-2,-2,-2,.,-2,1,8,-2,-2,.,-2,-2,-2,-2,1,8,-2,-2,.,-2,1,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,1,1,1,8,-2,-2,.,-2,4,"072014","062015",1,1,-2,-2,2,-2,1,8,-2,-2,.,-2,1,0,0,0,0,0,0,-2,0,-2,0,0,0,0,-2,-2,0,0,0,0
133465,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,-2,-2,-2,1,8,-2,-2,.,-2,1,2,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,5,1,1,8,-2,-2,.,-2,3,"072014","062015",1,-2,-2,1,-2,3,1,8,-2,-2,.,-2,1,0,0,0,0,0,0,0,1,-2,0,0,0,0,-2,-2,0,0,1,0
133492,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,1,8,-2,-2,.,-2,1,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,1,1,1,8,-2,-2,.,-2,2,"072014","062015",1,-2,1,-2,2,-2,1,8,-2,-2,.,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,-2,0,0,0
133508,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,-2,-2,-2,-2,.,-2,1,8,-2,-2,.,-2,-2,-2,-2,1,8,-2,-2,.,-2,1,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,1,1,1,8,-2,-2,.,-2,4,"072014","062015",1,1,-2,-2,2,-2,1,8,-2,-2,.,-2,1,0,0,0,0,0,0,-2,0,-2,0,0,0,0,-2,-2,0,0,0,0
133526,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,1,8,-2,-2,.,-2,1,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,5,1,1,8,-2,-2,.,-2,2,"072014","062015",1,-2,1,-2,2,-2,1,8,-2,-2,.,-2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-2,0,-2,0,0,0
133553,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,1,8,-2,-2,.,-2,1,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,5,1,1,8,1,133553,.,-2,2,"072014","062015",1,-2,1,-2,2,-2,1,8,1,133553,63,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,0,0,0,0
133650,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,1,8,-2,-2,.,-2,1,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,1,1,1,8,-2,-2,.,-2,4,"072014","062015",1,1,-2,-2,1,-2,1,8,-2,-2,.,-2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,-2,1,-2,0,0,0
133669,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,1,8,-2,-2,.,-2,1,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,1,1,1,8,-2,-2,.,-2,4,"072014","062015",1,1,-2,-2,1,-2,1,8,-2,-2,.,-2,1,0,0,1,0,0,0,1,1,0,0,0,0,0,-2,1,-2,0,0,0
133702,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,-2,-2,-2,-2,.,-2,1,8,-2,-2,.,-2,-2,-2,-2,1,8,-2,-2,.,-2,1,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,1,1,1,8,-2,-2,.,-2,4,"072014","062015",1,1,-2,-2,2,-2,1,8,-2,-2,.,-2,1,0,0,0,0,0,0,-2,0,-2,0,0,0,0,-2,-2,0,0,0,0
133711,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,1,8,-2,-2,.,-2,1,2,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,1,1,1,8,1,133711,95.00,-2,2,"072014","062015",1,-2,1,-2,2,-2,1,8,-2,-2,.,-2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,0,-2,0,0,0
133809,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,1,8,-2,-2,.,-2,1,1,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,5,1,1,8,-2,-2,.,-2,2,"062014","052015",1,-2,1,-2,2,-2,1,8,-2,-2,.,-2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-2,-2,1,0,1,0
133845,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,1,8,-2,-2,.,-2,1,2,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,5,-2,1,8,-2,-2,.,-2,3,"012014","122014",1,-2,-2,1,-2,3,1,8,-2,-2,.,-2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-2,-2,1,0,0
133854,1,8,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,1,8,-2,-2,.,-2,1,8,-2,-2,.,-2,1,8,-2,1,8,-2,-2,.,-2,1,2,2,1,1,1,1,8,-2,-2,.,-2,1,-2,1,5,-2,1,8,-2,-2,.,-2,3,"012014","122014",1,-2,-2,1,-2,3,1,8,-2,-2,.,-2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-2,-2,0,0,0
